Reporter,Partner,Date of Signature,Date of entry into force
Venezuela,United Kingdom,15-Mar-95,1-Aug-96
Venezuela,Uruguay,20-May-97,18-Jan-02
Venezuela,VietNam,20-Nov-08,17-Jun-09
Uzbekistan,Austria,2-Jun-00,18-Aug-01
Uzbekistan,Azerbaijan,27-May-96,2-Nov-96
Uzbekistan,Bahrain,16-Nov-09,---
Uzbekistan,Bangladesh,18-Jul-00,24-Jan-01
Uzbekistan,Belgium and Luxembourg,17-Apr-98,6-Feb-01
Uzbekistan,Bulgaria,24-Jun-98,31-Mar-99
Uzbekistan,China,19-Apr-11,1-Sep-11
Uzbekistan,Czech Republic,24-Aug-09,16-Feb-11
Uzbekistan,Egypt,16-Dec-92,8-Feb-94
Uzbekistan,Finland,1-Oct-92,22-Oct-93
Uzbekistan,France,27-Oct-93,15-Jun-96
Uzbekistan,Georgia,4-Sep-95,24-May-99
Uzbekistan,Germany,28-Apr-93,23-May-98
Uzbekistan,Greece,1-Apr-97,8-May-98
Uzbekistan,Hungary,28-Oct-02,3-Mar-03
Uzbekistan,India,18-May-99,28-Jul-00
Uzbekistan,Indonesia,27-Aug-96,27-Apr-97
Uzbekistan,"Iran, Islamic Republic of",11-Jun-00,11-Jul-04
Uzbekistan,Israel,4-Jul-94,18-Feb-97
Uzbekistan,Italy,17-Sep-97,14-Oct-99
Uzbekistan,Japan,15-Aug-08,24-Sep-09
Uzbekistan,Kazakhstan,2-Jun-97,8-Sep-97
Uzbekistan,"Korea, Republic of",17-Jun-92,20-Nov-92
Uzbekistan,Kuwait,19-Jan-04,6-Mar-06
Uzbekistan,Kyrgyzstan,24-Dec-96,6-Feb-97
Uzbekistan,Latvia,23-May-96,29-Jan-97
Uzbekistan,Lithuania,18-Feb-02,11-Nov-02
Uzbekistan,Malaysia,6-Sep-97,20-Jan-00
Uzbekistan,"Moldova, Republic of",21-Nov-95,17-Jan-97
Uzbekistan,Netherlands,14-Mar-96,1-Jul-97
Uzbekistan,Oman,30-Mar-09,20-Aug-09
Uzbekistan,Pakistan,13-Aug-92,15-Feb-06
Uzbekistan,Poland,11-Jan-95,29-Apr-95
Uzbekistan,Portugal,11-Sep-01,14-Mar-10
Uzbekistan,Romania,6-Jun-96,30-May-97
Uzbekistan,Russian Federation,22-Dec-97,---
Uzbekistan,Singapore,15-Jul-03,23-Nov-03
Uzbekistan,Slovakia,6-Mar-03,17-Oct-03
Uzbekistan,Slovenia,7-Oct-03,18-May-04
Uzbekistan,Spain,28-Jan-03,3-Dec-03
Uzbekistan,Sweden,29-May-01,1-Oct-01
Uzbekistan,Switzerland,16-Apr-93,5-Nov-93
Uzbekistan,Turkey,28-Apr-92,18-May-95
Uzbekistan,Turkmenistan,16-Jan-96,2-Aug-96
Uzbekistan,Ukraine,20-Feb-93,6-Jun-94
Uzbekistan,United Arab Emirates,26-Oct-07,22-Apr-08
Uzbekistan,United Kingdom,24-Nov-93,24-Nov-93
Uzbekistan,United States,16-Dec-94,---
Uzbekistan,VietNam,28-Mar-96,6-Mar-98
United States,Albania,11-Jan-95,4-Jan-98
United States,Argentina,14-Nov-91,20-Oct-94
United States,Armenia,23-Sep-92,29-Mar-96
United States,Azerbaijan,1-Aug-97,2-Aug-01
United States,Bahrain,29-Sep-99,30-May-01
United States,Bangladesh,12-Mar-86,25-Jul-89
United States,Belarus,15-Jan-94,---
United States,Bulgaria,23-Sep-92,2-Jun-94
United States,Cameroon,26-Feb-86,6-Apr-89
United States,Congo,12-Feb-90,13-Aug-94
United States,"Congo, DR",3-Aug-84,28-Jul-89
United States,Croatia,13-Jul-96,20-Jun-01
United States,Czech Republic,10-Dec-03,10-Aug-04
United States,Ecuador,27-Aug-93,11-May-97
United States,Egypt,11-Mar-86,27-Jun-92
United States,El Salvador,10-Mar-99,---
United States,Estonia,19-Apr-94,16-Feb-97
United States,Georgia,7-Mar-94,10-Aug-99
United States,Grenada,2-May-86,3-Mar-89
United States,Haiti,13-Dec-83,---
United States,Honduras,1-Jul-95,11-Jul-01
United States,Jamaica,4-Feb-94,7-Mar-97
United States,Jordan,2-Jul-97,12-Jun-03
United States,Kazakhstan,19-May-92,12-Jan-94
United States,Kyrgyzstan,19-Jan-93,11-Jan-94
United States,Latvia,13-Jan-95,26-Dec-96
United States,Lithuania,14-Jan-98,22-Nov-01
United States,"Moldova, Republic of",21-Apr-93,26-Nov-94
United States,Mongolia,6-Oct-94,4-Jan-97
United States,Morocco,22-Jul-85,29-May-91
United States,Mozambique,1-Dec-98,3-Mar-05
United States,Nicaragua,1-Jul-95,---
United States,Panama,27-Oct-82,30-May-91
United States,Poland,21-Mar-90,6-Aug-94
United States,Romania,28-May-92,15-Jan-94
United States,Russian Federation,17-Jun-92,---
United States,Rwanda,19-Feb-08,1-Jan-12
United States,Senegal,6-Dec-83,25-Oct-90
United States,Slovakia,22-Oct-91,19-Dec-92
United States,Sri Lanka,20-Sep-91,1-May-93
United States,Trinidad and Tobago,26-Sep-94,26-Dec-96
United States,Tunisia,15-May-90,7-Feb-93
United States,Turkey,3-Dec-85,18-May-90
United States,Ukraine,4-Mar-94,16-Nov-96
United States,Uruguay,4-Nov-05,1-Nov-06
United States,Uzbekistan,16-Dec-94,---
Uruguay,Armenia,6-May-02,---
Uruguay,Australia,3-Sep-01,12-Dec-02
Uruguay,Belgium and Luxembourg,4-Nov-91,23-Apr-99
Uruguay,Canada,29-Oct-97,2-Jun-99
Uruguay,Chile,25-Mar-10,---
Uruguay,China,2-Dec-93,1-Dec-97
Uruguay,Czech Republic,15-May-09,9-Feb-12
Uruguay,El Salvador,24-Aug-00,23-May-03
Uruguay,Finland,21-Mar-02,18-Jun-04
Uruguay,France,14-Oct-93,9-Jul-97
Uruguay,Germany,4-May-87,29-Jun-90
Uruguay,Hungary,25-Aug-89,1-Jul-92
Uruguay,India,11-Feb-08,---
Uruguay,Israel,30-Mar-98,7-Oct-04
Uruguay,Italy,21-Feb-90,2-Mar-98
Uruguay,"Korea, Republic of",1-Oct-09,8-Dec-11
Uruguay,Malaysia,9-Aug-95,13-Apr-02
Uruguay,Mexico,30-Jun-99,1-Jul-02
Uruguay,Netherlands,22-Sep-88,1-Aug-91
Uruguay,Panama,18-Feb-98,14-Aug-02
Uruguay,Poland,2-Aug-91,21-Oct-94
Uruguay,Portugal,25-Jul-97,3-Nov-99
Uruguay,Romania,27-Sep-10,---
Uruguay,Spain,7-Apr-92,6-May-94
Uruguay,Sweden,17-Jun-97,1-Dec-99
Uruguay,Switzerland,7-Oct-88,22-Apr-91
Uruguay,United Kingdom,21-Oct-91,1-Aug-97
Uruguay,United States,4-Nov-05,1-Nov-06
Uruguay,Venezuela,20-May-97,18-Jan-02
Uruguay,VietNam,12-May-09,---
Ukraine,Albania,25-Oct-02,---
Ukraine,Algeria,28-Jun-08,---
Ukraine,Argentina,9-Aug-95,6-May-97
Ukraine,Armenia,7-Oct-94,7-Mar-96
Ukraine,Austria,8-Nov-96,1-Dec-97
Ukraine,Azerbaijan,21-Mar-97,9-Dec-97
Ukraine,Belarus,14-Dec-95,11-Jun-97
Ukraine,Belgium and Luxembourg,20-May-96,27-Jan-01
Ukraine,Bosnia and Herzegovina,13-Mar-02,22-Jan-04
Ukraine,Brunei Darussalam,18-Jun-04,26-Apr-06
Ukraine,Bulgaria,8-Dec-94,10-Dec-95
Ukraine,Canada,24-Oct-94,24-Jun-95
Ukraine,Chile,30-Oct-95,29-Aug-97
Ukraine,China,31-Oct-92,29-May-93
Ukraine,Croatia,15-Dec-97,5-Jun-01
Ukraine,Cuba,20-May-95,4-Dec-96
Ukraine,Czech Republic,16-Sep-08,17-May-10
Ukraine,Denmark,23-Oct-92,29-Apr-94
Ukraine,Egypt,21-Dec-92,10-Oct-93
Ukraine,Estonia,15-Feb-95,5-Jul-95
Ukraine,Finland,7-Oct-04,7-Dec-05
Ukraine,France,3-May-94,26-Jan-96
Ukraine,Georgia,9-Jan-95,24-Apr-95
Ukraine,Germany,15-Feb-93,29-Jun-96
Ukraine,Greece,1-Sep-94,4-Jan-97
Ukraine,Hungary,11-Oct-94,3-Dec-96
Ukraine,India,1-Dec-01,12-Aug-03
Ukraine,Indonesia,11-Apr-96,22-Jun-97
Ukraine,"Iran, Islamic Republic of",21-May-96,5-Jul-03
Ukraine,Israel,16-Jun-94,18-Feb-97
Ukraine,Italy,2-May-95,12-Sep-97
Ukraine,Jordan,30-Nov-05,---
Ukraine,Kazakhstan,17-Sep-94,9-Jan-97
Ukraine,"Korea, Republic of",16-Dec-96,3-Nov-97
Ukraine,Kyrgyzstan,23-Feb-93,---
Ukraine,Latvia,24-Jul-97,30-Dec-97
Ukraine,Lebanon,25-Mar-96,26-May-00
Ukraine,Lithuania,8-Feb-94,6-Mar-95
Ukraine,"Macedonia, TFYR",2-Mar-98,25-Mar-00
Ukraine,"Moldova, Republic of",29-Aug-95,27-Sep-96
Ukraine,Mongolia,5-Nov-92,5-Nov-92
Ukraine,Morocco,24-Dec-01,25-Apr-09
Ukraine,Netherlands,14-Jul-94,1-Jun-97
Ukraine,Oman,1-Jan-02,---
Ukraine,Poland,12-Jan-93,14-Sep-93
Ukraine,Portugal,25-Oct-00,18-Jul-03
Ukraine,Romania,23-Feb-95,---
Ukraine,Russian Federation,17-Nov-98,27-Jan-00
Ukraine,San Marino,13-Jan-06,15-Oct-08
Ukraine,Saudi Arabia,9-Apr-08,---
Ukraine,Serbia,9-Jan-01,14-Aug-01
Ukraine,Singapore,18-Sep-06,---
Ukraine,Slovakia,22-Jun-94,3-Apr-96
Ukraine,Slovenia,30-Mar-99,1-Jun-00
Ukraine,Spain,26-Feb-98,13-Mar-00
Ukraine,Sweden,15-Aug-95,1-Mar-97
Ukraine,Switzerland,20-Apr-95,21-Jan-97
Ukraine,Syrian Arab Republic,21-Apr-02,---
Ukraine,Tajikistan,6-Jul-01,---
Ukraine,Turkey,27-Nov-96,21-May-98
Ukraine,Turkmenistan,29-Jan-98,---
Ukraine,United Arab Emirates,21-Jan-03,28-Feb-04
Ukraine,United Kingdom,10-Feb-93,10-Feb-93
Ukraine,United States,4-Mar-94,16-Nov-96
Ukraine,Uzbekistan,20-Feb-93,6-Jun-94
Ukraine,VietNam,8-Jun-94,8-Dec-94
Ukraine,Yemen,1-Feb-01,---
United Kingdom,Albania,30-Mar-94,30-Aug-95
United Kingdom,Angola,4-Jul-00,---
United Kingdom,Antigua and Barbuda,12-Jun-87,12-Jun-87
United Kingdom,Argentina,11-Dec-90,19-Feb-93
United Kingdom,Armenia,27-May-93,11-Jul-96
United Kingdom,Azerbaijan,4-Jan-96,11-Dec-96
United Kingdom,Bahrain,30-Oct-91,30-Oct-91
United Kingdom,Bangladesh,19-Jun-80,19-Jun-80
United Kingdom,Barbados,7-Apr-93,7-Apr-93
United Kingdom,Belarus,1-Mar-94,28-Dec-94
United Kingdom,Belize,30-Apr-82,30-Apr-82
United Kingdom,Benin,27-Nov-87,27-Nov-87
United Kingdom,Bolivia,24-May-88,16-Feb-90
United Kingdom,Bosnia and Herzegovina,2-Oct-02,25-Jul-03
United Kingdom,Brazil,19-Jul-94,---
United Kingdom,Bulgaria,11-Dec-95,24-Jun-97
United Kingdom,Burundi,13-Sep-90,13-Sep-90
United Kingdom,Cameroon,4-Jun-82,7-Jun-85
United Kingdom,Chile,8-Jan-96,21-Apr-97
United Kingdom,China,15-May-86,15-May-86
United Kingdom,Colombia,17-Mar-10,---
United Kingdom,Congo,25-May-89,9-Nov-90
United Kingdom,Costa Rica,7-Sep-82,---
United Kingdom,Côte d' Ivoire,8-Jun-95,9-Oct-97
United Kingdom,Croatia,11-Mar-97,16-Apr-98
United Kingdom,Cuba,30-Jan-95,11-May-95
United Kingdom,Czech Republic,10-Jul-90,26-Oct-92
United Kingdom,Dominica,23-Jan-87,23-Jan-87
United Kingdom,Dominican Republic,11-Jul-02,---
United Kingdom,Ecuador,10-May-94,24-Aug-95
United Kingdom,Egypt,11-Jun-75,24-Feb-76
United Kingdom,El Salvador,14-Oct-99,1-Dec-00
United Kingdom,Estonia,12-May-94,16-Dec-94
United Kingdom,Ethiopia,19-Nov-09,---
United Kingdom,Gambia,2-Jul-02,---
United Kingdom,Georgia,15-Feb-95,15-Feb-95
United Kingdom,Ghana,22-Mar-89,25-Oct-91
United Kingdom,Grenada,25-Feb-88,25-Feb-88
United Kingdom,Guyana,27-Oct-89,11-Apr-90
United Kingdom,Haiti,18-Mar-85,27-Mar-95
United Kingdom,Honduras,7-Dec-93,8-Mar-95
United Kingdom,"Hong Kong, China",30-Jul-98,12-Apr-99
United Kingdom,Hungary,9-Mar-87,28-Aug-87
United Kingdom,India,14-Mar-94,6-Jan-95
United Kingdom,Indonesia,27-Apr-76,24-Mar-77
United Kingdom,Jamaica,20-Jan-87,14-May-87
United Kingdom,Jordan,10-Oct-79,24-Apr-80
United Kingdom,Kazakhstan,23-Nov-95,23-Nov-95
United Kingdom,Kenya,13-Sep-99,---
United Kingdom,"Korea, Republic of",4-Mar-76,4-Mar-76
United Kingdom,Kyrgyzstan,8-Dec-94,18-Jun-98
United Kingdom,Lao PDR,1-Jun-95,1-Jun-95
United Kingdom,Latvia,24-Jan-94,16-Feb-95
United Kingdom,Lebanon,16-Feb-99,16-Sep-01
United Kingdom,Lesotho,18-Feb-81,18-Feb-81
United Kingdom,Lithuania,17-May-93,21-Sep-93
United Kingdom,Malaysia,21-May-81,21-Oct-88
United Kingdom,Malta,4-Oct-86,4-Oct-86
United Kingdom,Mauritius,20-May-86,13-Oct-86
United Kingdom,Mexico,12-May-06,25-Jul-07
United Kingdom,"Moldova, Republic of",19-Mar-96,30-Jul-98
United Kingdom,Mongolia,4-Oct-91,4-Oct-91
United Kingdom,Morocco,30-Oct-90,14-Feb-02
United Kingdom,Mozambique,18-Mar-04,12-May-04
United Kingdom,Nepal,2-Mar-93,2-Mar-93
United Kingdom,Nicaragua,4-Dec-96,21-Dec-01
United Kingdom,Nigeria,11-Dec-90,11-Dec-90
United Kingdom,Oman,25-Nov-95,21-May-96
United Kingdom,Pakistan,30-Nov-94,30-Nov-94
United Kingdom,Panama,7-Oct-83,7-Nov-85
United Kingdom,Papua New Guinea,14-May-81,22-Dec-81
United Kingdom,Paraguay,4-Jun-81,23-Apr-92
United Kingdom,Peru,4-Oct-93,21-Apr-94
United Kingdom,Philippines,3-Dec-80,2-Jan-81
United Kingdom,Poland,8-Dec-87,14-Apr-88
United Kingdom,Romania,13-Jul-95,10-Jan-96
United Kingdom,Russian Federation,6-Apr-89,3-Jul-91
United Kingdom,Saint Lucia,18-Jan-83,18-Jan-83
United Kingdom,Senegal,7-May-80,9-Feb-84
United Kingdom,Serbia,6-Nov-02,14-May-04
United Kingdom,Sierra Leone,13-Jan-00,---
United Kingdom,Singapore,22-Jul-75,22-Jul-75
United Kingdom,Slovakia,10-Jul-90,26-Oct-92
United Kingdom,Slovenia,3-Jul-96,27-Mar-99
United Kingdom,South Africa,20-Sep-94,27-May-98
United Kingdom,Sri Lanka,13-Feb-80,18-Dec-80
United Kingdom,Swaziland,5-May-95,5-May-95
United Kingdom,"Tanzania, United Republic",7-Jan-94,2-Aug-96
United Kingdom,Thailand,28-Nov-78,11-Aug-79
United Kingdom,Tonga,22-Oct-97,22-Oct-97
United Kingdom,Trinidad and Tobago,23-Jul-93,8-Oct-93
United Kingdom,Tunisia,14-Mar-89,4-Jan-90
United Kingdom,Turkey,15-Mar-91,22-Oct-96
United Kingdom,Turkmenistan,9-Feb-95,9-Feb-95
United Kingdom,Uganda,24-Apr-98,24-Apr-98
United Kingdom,Ukraine,10-Feb-93,10-Feb-93
United Kingdom,United Arab Emirates,8-Dec-92,15-Dec-93
United Kingdom,Uruguay,21-Oct-91,1-Aug-97
United Kingdom,Uzbekistan,24-Nov-93,24-Nov-93
United Kingdom,Vanuatu,22-Dec-03,---
United Kingdom,Venezuela,15-Mar-95,1-Aug-96
United Kingdom,VietNam,1-Aug-02,---
United Kingdom,Yemen,25-Feb-82,11-Nov-83
United Kingdom,Zimbabwe,1-Mar-95,---
Uganda,Belgium and Luxembourg,1-Feb-05,---
Uganda,China,27-May-04,---
Uganda,Cuba,1-Jan-02,---
Uganda,Denmark,26-Nov-01,19-Oct-05
Uganda,Egypt,4-Nov-95,---
Uganda,Eritrea,30-Jun-01,---
Uganda,France,3-Jan-03,20-Dec-04
Uganda,Germany,29-Nov-66,19-Aug-68
Uganda,Italy,12-Dec-97,24-Sep-99
Uganda,Netherlands,30-May-00,1-Jan-03
Uganda,Nigeria,15-Jan-03,---
Uganda,South Africa,8-May-00,---
Uganda,Switzerland,23-Aug-71,8-May-72
Uganda,United Kingdom,24-Apr-98,24-Apr-98
Uganda,Zimbabwe,1-Jul-03,---
United Arab Emirates,Algeria,24-Apr-01,3-Jun-02
United Arab Emirates,Austria,17-Jun-01,1-Dec-03
United Arab Emirates,Azerbaijan,1-Nov-06,24-Aug-07
United Arab Emirates,Bangladesh,17-Jan-11,---
United Arab Emirates,Belarus,27-Mar-00,16-Feb-01
United Arab Emirates,Belgium and Luxembourg,5-Mar-04,10-Nov-07
United Arab Emirates,China,1-Jul-93,28-Sep-94
United Arab Emirates,Czech Republic,23-Nov-94,25-Dec-95
United Arab Emirates,Egypt,11-May-97,11-Jan-99
United Arab Emirates,Finland,12-Mar-96,15-May-97
United Arab Emirates,France,9-Sep-91,10-Jan-95
United Arab Emirates,Germany,21-Jun-97,2-Jul-99
United Arab Emirates,Italy,22-Jan-95,29-Apr-97
United Arab Emirates,Jordan,15-Apr-09,12-Feb-10
United Arab Emirates,"Korea, Republic of",9-Jun-02,5-Jun-04
United Arab Emirates,Kuwait,12-Feb-66,---
United Arab Emirates,Lebanon,17-May-98,14-Jul-99
United Arab Emirates,Malaysia,11-Oct-91,22-May-92
United Arab Emirates,Mongolia,21-Feb-01,---
United Arab Emirates,Montenegro,26-Mar-12,---
United Arab Emirates,Morocco,9-Feb-99,1-Apr-02
United Arab Emirates,Mozambique,24-Sep-03,---
United Arab Emirates,Pakistan,5-Nov-95,---
United Arab Emirates,Poland,31-Jan-93,9-Apr-94
United Arab Emirates,Portugal,19-Nov-11,---
United Arab Emirates,Romania,11-Apr-93,7-Apr-96
United Arab Emirates,Russian Federation,28-Jun-10,---
United Arab Emirates,Sudan,4-Apr-11,---
United Arab Emirates,Sweden,10-Nov-99,6-May-00
United Arab Emirates,Switzerland,3-Nov-98,16-Aug-99
United Arab Emirates,Syrian Arab Republic,26-Nov-97,10-Jan-01
United Arab Emirates,Tajikistan,17-Dec-95,---
United Arab Emirates,Tunisia,10-Apr-96,24-Feb-97
United Arab Emirates,Turkey,28-Sep-05,24-Jul-11
United Arab Emirates,Turkmenistan,9-Jun-98,24-Nov-99
United Arab Emirates,Ukraine,21-Jan-03,28-Feb-04
United Arab Emirates,United Kingdom,8-Dec-92,15-Dec-93
United Arab Emirates,Uzbekistan,26-Oct-07,22-Apr-08
United Arab Emirates,VietNam,16-Feb-09,---
United Arab Emirates,Yemen,13-Feb-01,25-Aug-01
Turkmenistan,Armenia,19-Mar-96,---
Turkmenistan,Bahrain,9-Feb-11,---
Turkmenistan,China,21-Nov-92,4-Jun-94
Turkmenistan,Egypt,23-May-95,28-Feb-96
Turkmenistan,France,28-Apr-94,2-May-96
Turkmenistan,Georgia,20-Mar-96,21-Nov-96
Turkmenistan,Germany,28-Aug-97,19-Feb-01
Turkmenistan,India,20-Sep-95,27-Feb-06
